headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
India better positioned to handle volatility than other nations: Gopinath,"The risk of global recession is lower than individual countries going into recessions, IMF's First Deputy MD Gita Gopinath said on Monday. ""Inflation is a serious concern in many parts of the world,"" Gopinath stated. She noted that India is in a better position to handle volatility than other countries due to its $600 billion in reserves.",2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/risk-of-global-recession-low-individual-countries-entering-recession-higher-says-imfs-gita-gopinath-8561081.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653324919949_420.jpg?,https://inshorts.com/en/news/risk-of-global-recession-lower-than-individual-nations-entering-it-gopinath-1653327323622,Moneycontrol,Monday
RBI fines Bilaspur Nagrik Sahakari Bank ₹2.5 lakh for violating norms,"The Reserve Bank of India (RBI) on Monday imposed a monetary penalty of ₹2.5 lakh on Bilaspur Nagrik Sahakari Bank for violation of certain directives issued by it. As per RBI, the bank had not adhered to the prudential inter-bank (gross) exposure limit, among other violations. Last month, RBI fined Bank of Maharashtra ₹1.12 crore for non-compliance.",2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/rbi-penalises-bilaspur-nagrik-sahakari-bank-for-violating-norms-8561241.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653317132303_161.jpg?,https://inshorts.com/en/news/rbi-fines-bilaspur-nagrik-sahakari-bank-₹25-lakh-for-violating-norms-1653323836505,Moneycontrol,Monday
ONGC becomes 1st E&P company to trade domestic gas on IGX,"Oil and Natural Gas Corporation (ONGC) on Monday announced it has become the first exploration and production (E&P) company to trade domestic gas on online delivery-based gas trading platform Indian Gas Exchange (IGX). ONGC said the gas traded was from ONGC Krishna Godavari 98/2 block. ""The quantity sold by ONGC through the gas exchange will be enhanced slowly,"" it added.",2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/ongc-becomes-1st-gas-producer-to-trade-on-igx-8561801.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653319403176_402.jpg?,https://inshorts.com/en/news/ongc-becomes-1st-ep-company-to-trade-domestic-gas-on-igx-1653324211034,Moneycontrol,Monday
Marico acquires 54% stake in breakfast & snacks brand True Elements,"The maker of brands like Saffola and Parachute, Marico, has acquired a 54% stake in True Elements through primary infusion and secondary buyouts, the company said. ""True Elements is another step towards expanding our total addressable market in the healthy foods segment,"" said Marico MD and CEO Saugata Gupta. Several FMCG firms are acquiring digital-first food and beverage brands.",2022-05-23,Ashley Paul,https://www.moneycontrol.com/news/business/companies/marico-acquires-d2c-breakfast-and-snacks-brand-true-elements-8561191.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653310563824_957.jpg?,https://inshorts.com/en/news/marico-acquires-54-stake-in-breakfast-snacks-brand-true-elements-1653312936272,Moneycontrol,Monday
DRDO probe finds serious battery defects in EVs that caught fire: Report,"A Defence Research and Development Organisation (DRDO) report has found serious defects in the batteries of electric vehicles (EVs) that were involved in the recent fire incidents, Free Press Journal reported. The defects reportedly occurred as EV manufacturers may have used ""lower-grade materials to cut costs"". The manufacturers have now been summoned by the government to submit an explanation.",2022-05-23,Ashley Paul,https://www.freepressjournal.in/amp/business/drdo-report-finds-serious-battery-defects-in-evs-that-caught-fire?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653311901165_658.jpg?,https://inshorts.com/en/news/drdo-report-finds-serious-battery-defects-in-evs-that-caught-fire-report-1653315052734,Free Press Journal,Monday
India's GDP growth may have declined to 3.5% in Q4: ICRA,"India's GDP growth may have slowed down to 3.5% in Q4 FY22 from 5.4% in the previous quarter, rating agency ICRA said. The GVA seems to have risen even slower at 2.7% in Q4, compared to 4.7% in Q3, ICRA added. It cited impact of higher commodity prices on margins and decline in wheat yields, among others, as the reasons.",2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/economy/indias-economic-growth-may-have-slowed-to-3-5-in-q4-fy22-icra-8560361.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653314441962_828.jpg?,https://inshorts.com/en/news/indias-gdp-growth-may-have-declined-to-35-in-q4-icra-1653317673942,Moneycontrol,Monday
RBI sets up panel to review customer service standards in banks,"The RBI on Monday said it has set up a six-member committee to review customer service standards in banks, NBFCs and other entities regulated by it. The committee will evaluate the efficacy, adequacy and quality of customer service and also suggest measures. It will submit a report in three months from the date of its first meeting, the RBI added.",2022-05-23,Ananya Goyal,https://www.financialexpress.com/industry/banking-finance/rbi-constituted-panel-to-review-customer-service-standards-in-banks-nbfcs/2535177/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653325915652_738.jpg?,https://inshorts.com/en/news/rbi-sets-up-panel-to-review-customer-service-standards-in-banks-1653326959428,Financial Express,Monday
Hope to start internet service on SpiceJet aircraft soon: CMD,"SpiceJet is hoping to start a broadband internet service onboard its planes soon, the airline's Chairman and MD Ajay Singh wrote in his email to employees on SpiceJet's 17th anniversary. Singh added that the airline will induct more Boeing 737 Max aircraft over the next few months. He congratulated the company for being the country's ""largest transporter of COVID-19 vaccines"".",2022-05-23,Ananya Goyal,https://www.financialexpress.com/industry/hope-to-start-broadband-internet-service-on-spicejet-aircraft-soon-cmd/2534603/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653306546456_945.jpg?,https://inshorts.com/en/news/hope-to-start-internet-service-on-spicejet-aircraft-soon-cmd-1653315153077,Financial Express,Monday
Not expecting recession but it isn't out of question: IMF MD,"International Monetary Fund's (IMF) Managing Director Kristalina Georgieva on Monday said she doesn't expect a recession for the world's major economies ""at this point"". However, she added, ""It doesn't mean it's out of the question."" The ""horizon has darkened"" since the IMF downgraded its 2022 growth outlook because of war in Ukraine, China's slowdown and global price shock, she added.",2022-05-23,Ananya Goyal,https://www.reuters.com/markets/europe/imf-chief-does-not-expect-recession-it-isnt-out-question-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653321568957_485.jpg?,https://inshorts.com/en/news/not-expecting-recession-but-it-isnt-out-of-question-imf-md-1653324621587,Reuters,Monday
"13 countries to join new Asia-Pacific trade framework, announces Biden; India included","US President Joe Biden on Monday announced in Japan that 13 countries have joined a new, US-led Asia-Pacific trade initiative, the Indo-Pacific Economic Framework for Prosperity or the IPEF. Alongside the US, the other countries included in the framework are India, Australia, Brunei, Indonesia, Japan, the Republic of Korea, Malaysia, New Zealand, the Philippines, Singapore, Thailand and Vietnam.",2022-05-23,Apaar Sharma,https://www.timesnownews.com/india/pm-narendra-modi-japan-tokyo-quad-summit-bilateral-talks-with-us-president-joe-biden-on-indo-pacific-ukraine-russia-war-fumio-kishida-anthony-albanese-liveblog-91731681/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653294581214_927.jpg?,https://inshorts.com/en/news/13-countries-to-join-new-asiapacific-trade-framework-announces-biden-india-included-1653295842674,Times Now,Monday
"Crypto has no underlying value, Govt more or less in sync with this: RBI Guv","RBI Governor Shaktikanta Das while speaking about cryptocurrencies said it is ""something whose underlying (value) is nothing"". He said that statements coming from the Centre are ""more or less in sync"" with this. The Governor added, ""There are big questions on how to regulate it. Our position remains...clear, it will...undermine the monetary, financial and macroeconomic stability of India.""",2022-05-23,Ridham Gambhir,https://www.moneycontrol.com/news/business/rbi-governor-interview-citing-crypto-crash-shaktikanta-das-says-rbi-has-been-rightly-cautioning-investors-8559491.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653295621051_287.jpg?,https://inshorts.com/en/news/crypto-has-no-underlying-value-govt-more-or-less-in-sync-with-this-rbi-guv-1653296745058,Moneycontrol,Monday
"Moderna, Pfizer making $1,000 profit every second from vaccine monopoly: Oxfam","Oxfam International in its latest research revealed that the COVID-19 pandemic created 40 new pharma billionaires and alleged that companies like Moderna and Pfizer are making $1,000 profit every second from their monopoly control of COVID-19 vaccines. It also said these companies are charging governments up to 24 times more than the potential cost of generic production.",2022-05-23,Ridham Gambhir,https://www.oxfam.org/en/press-releases/pandemic-creates-new-billionaire-every-30-hours-now-million-people-could-fall?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653285046065_520.jpg?,https://inshorts.com/en/news/moderna-pfizer-making-$1000-profit-every-second-from-vaccine-monopoly-oxfam-1653286385494,Oxfam International,Monday
COVID-19 created a new billionaire every 30 hours: Oxfam at WEF in Davos,"The COVID-19 pandemic created a new billionaire every 30 hours, said Oxfam International on Monday at the World Economic Forum in Davos. It said 573 people became new billionaires during the pandemic, at the rate of one every 30 hours. Oxfam noted that billionaires' wealth has risen more in the first 24 months of COVID-19 than in 23 years combined.",2022-05-23,Ridham Gambhir,https://www.freepressjournal.in/amp/business/pandemic-creates-new-billionaire-every-30-hours-oxfam-at-davos?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653282022059_536.jpg?,https://inshorts.com/en/news/covid19-created-a-new-billionaire-every-30-hours-oxfam-at-wef-in-davos-1653283335679,Free Press Journal,Monday
I have a secret Instagram account to check links friends send me: Musk,"The world's richest person and Tesla CEO Elon Musk while replying to a follower, revealed that he has ""a cheesy secret Instagram account"" to click on links that friends send him. He was replying to a Twitter follower who said that many people thought Musk ran his Twitter account, to which Musk replied, ""I don't have a burner Twitter account!""",2022-05-23,Ridham Gambhir,https://twitter.com/elonmusk/status/1528509438654525440?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653276665780_457.jpg?,https://inshorts.com/en/news/i-have-a-secret-instagram-account-to-check-links-friends-send-me-musk-1653277642242,Twitter,Monday
"Even if we double the number of humans, environment is going to be fine: Musk","Elon Musk said the belief that having fewer children is better for the environment is ""total nonsense"", adding, ""The environment's gonna be fine even if we doubled the [number] of humans."" Musk warned against dropping birth rates, adding, ""We don't want civilisation to end in adult diapers with a whimper."" Humans need to at least ""maintain our numbers"", he added.",2022-05-23,Sakshita Khosla,https://www.timesnownews.com/viral/elon-musk-hits-out-against-theory-that-having-fewer-kids-will-help-the-environment-see-how-netizens-reacted-article-91739149/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653300439860_167.jpg?,https://inshorts.com/en/news/we-dont-want-humanity-to-end-in-adult-diapers-musk-in-warning-on-low-birth-rates-1653301235353,Times Now,Monday
